respiratory_season,tester,sars-cov-2_detected,sample_collection_date,site_type,name_of_sampling_location,7_day_average_of_sars-cov-2_concentration,number_of_samples_in_the_last_7_days,units_(measuring_concentration),city_of_sampling_location,state_of_sampling_location,county_of_sampling_location,date_data_last_updated,date,source
2025-2026,BioBot,Detected,2025-10-07T00:00:00Z,Municipal,Lynn WWTF,287403.23,2,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-10-07,current
2025-2026,BioBot,Detected,2025-10-20T00:00:00Z,Municipal,Whitman,528777.1749999999,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-20,current
2025-2026,BioBot,Detected,2025-09-10T00:00:00Z,Municipal,Montague Clean Water Facility,191274.51,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-09-10,current
2025-2026,BioBot,Detected,2025-07-10T00:00:00Z,Municipal,Hopedale WWTP,184809.81,1,copies/L,Hopedale,MA,Worcester,2025-11-13T00:00:00Z,2025-07-10,current
2025-2026,BioBot,Detected,2025-09-10T00:00:00Z,Municipal,Plymouth Headworks Influent,161207.23,3,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-10,current
2025-2026,BioBot,Detected,2025-07-01T00:00:00Z,Municipal,Whitman,128839.97,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-01,current
2025-2026,BioBot,Detected,2025-10-14T00:00:00Z,Municipal,Wareham WPCF,581201.575,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-14,current
2025-2026,BioBot,Detected,2025-10-23T00:00:00Z,Municipal,Amherst WWTP,50856.92,1,copies/L,Hadley,MA,Hampshire,2025-11-13T00:00:00Z,2025-10-23,current
2025-2026,BioBot,Detected,2025-10-14T00:00:00Z,Municipal,Fitchburg Public Works,207756.07333333333,3,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-10-14,current
2025-2026,BioBot,Detected,2025-07-14T00:00:00Z,Municipal,Whitman,116589.25333333334,3,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-14,current
2025-2026,BioBot,Detected,2025-10-20T00:00:00Z,Municipal,Pittsfield WWTP,705561.6699999999,5,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-10-20,current
2025-2026,BioBot,Detected,2025-07-07T00:00:00Z,Municipal,MFN Regional Wastewater District,211552.15000000002,2,copies/L,Norton,MA,Bristol,2025-11-13T00:00:00Z,2025-07-07,current
2025-2026,BioBot,Detected,2025-08-27T00:00:00Z,Municipal,Hull WWTF,692400.7366666667,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-27,current
2025-2026,BioBot,Detected,2025-08-08T00:00:00Z,Municipal,Pittsfield WWTP,94727.545,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-08-08,current
2025-2026,BioBot,Detected,2025-07-02T00:00:00Z,Municipal,Northampton WWTP,58434.68,1,copies/L,Northampton,MA,Hampshire,2025-11-13T00:00:00Z,2025-07-02,current
2025-2026,BioBot,Detected,2025-06-30T00:00:00Z,Municipal,S.Deerfield WWTP,147026.58333333334,3,copies/L,Deerfield,MA,Franklin,2025-11-13T00:00:00Z,2025-06-30,current
2025-2026,BioBot,Detected,2025-09-25T00:00:00Z,Municipal,Greenfield WPCF,305526.44,2,copies/L,Greenfield,MA,Franklin,2025-11-13T00:00:00Z,2025-09-25,current
2025-2026,BioBot,Detected,2025-09-29T00:00:00Z,Municipal,Haverhill WWTP,422459.5533333333,3,copies/L,Haverhill,MA,Essex,2025-11-13T00:00:00Z,2025-09-29,current
2025-2026,BioBot,Detected,2025-07-28T00:00:00Z,Municipal,Surfside WTF,310259.205,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-07-28,current
2025-2026,BioBot,Detected,2025-07-28T00:00:00Z,Municipal,Surfside WTF,511958.38,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-07-28,current
2025-2026,BioBot,Not Detected,2025-07-28T00:00:00Z,Municipal,Surfside WTF,0,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-07-28,current
2025-2026,BioBot,Not Detected,2025-07-28T00:00:00Z,Municipal,Surfside WTF,201699.175,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-07-28,current
2025-2026,BioBot,Detected,2025-09-30T00:00:00Z,Municipal,Montague Clean Water Facility,614418.3099999999,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-09-30,current
2025-2026,BioBot,Detected,2025-09-09T00:00:00Z,Municipal,Hull WWTF,394377.9266666666,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-09,current
2025-2026,BioBot,Detected,2025-07-06T00:00:00Z,Municipal,Brockton/ Abington,54638.93666666667,3,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-06,current
2025-2026,BioBot,Detected,2025-07-23T00:00:00Z,Municipal,S.Deerfield WWTP,519135.63,2,copies/L,Deerfield,MA,Franklin,2025-11-13T00:00:00Z,2025-07-23,current
2025-2026,BioBot,Detected,2025-08-01T00:00:00Z,Municipal,MFN Regional Wastewater District,76654.23999999999,2,copies/L,Norton,MA,Bristol,2025-11-13T00:00:00Z,2025-08-01,current
2025-2026,BioBot,Detected,2025-10-08T00:00:00Z,Municipal,South Hadley Div. of WPC,228756.135,2,copies/L,Chicopee,MA,Hampden,2025-11-13T00:00:00Z,2025-10-08,current
2025-2026,BioBot,Detected,2025-07-09T00:00:00Z,Municipal,Billerica Treatment Plant,152567.26,1,copies/L,Billerica,MA,Middlesex,2025-11-13T00:00:00Z,2025-07-09,current
2025-2026,BioBot,Detected,2025-09-16T00:00:00Z,Municipal,Haverhill WWTP,293096.22,1,copies/L,Haverhill,MA,Essex,2025-11-13T00:00:00Z,2025-09-16,current
2025-2026,BioBot,Detected,2025-07-09T00:00:00Z,Municipal,Fall River WWTP,12001.035,2,copies/L,Fall River,MA,Bristol,2025-11-13T00:00:00Z,2025-07-09,current
2025-2026,BioBot,Detected,2025-09-10T00:00:00Z,Municipal,Hull WWTF,1026391.98,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-10,current
2025-2026,BioBot,Detected,2025-07-15T00:00:00Z,Municipal,Whitman,122674.21666666667,3,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-15,current
2025-2026,BioBot,Detected,2025-10-19T00:00:00Z,Municipal,Haverhill WWTP,300836.89999999997,3,copies/L,Haverhill,MA,Essex,2025-11-13T00:00:00Z,2025-10-19,current
2025-2026,BioBot,Detected,2025-09-07T00:00:00Z,Municipal,Brockton/ Abington,588746.2000000001,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-07,current
2025-2026,BioBot,Detected,2025-09-23T00:00:00Z,Municipal,New Bedford WWTF,240133.58,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-09-23,current
2025-2026,BioBot,Not Detected,2025-09-23T00:00:00Z,Municipal,New Bedford WWTF,0,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-09-23,current
2025-2026,BioBot,Detected,2025-09-03T00:00:00Z,Municipal,Sunderland WWTP,96277.05,1,copies/L,Sunderland,MA,Franklin,2025-11-13T00:00:00Z,2025-09-03,current
2025-2026,BioBot,Not Detected,2025-07-10T00:00:00Z,Municipal,Surfside WTF,72218.91,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-07-10,current
2025-2026,BioBot,Not Detected,2025-07-10T00:00:00Z,Municipal,Surfside WTF,0,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-07-10,current
2025-2026,BioBot,Detected,2025-07-10T00:00:00Z,Municipal,Surfside WTF,99186.91500000001,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-07-10,current
2025-2026,BioBot,Detected,2025-07-10T00:00:00Z,Municipal,Surfside WTF,26968.005,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-07-10,current
2025-2026,BioBot,Detected,2025-09-12T00:00:00Z,Municipal,MFN Regional Wastewater District,507388.88999999996,2,copies/L,Norton,MA,Bristol,2025-11-13T00:00:00Z,2025-09-12,current
2025-2026,BioBot,Detected,2025-07-28T00:00:00Z,Municipal,MFN Regional Wastewater District,157606.485,2,copies/L,Norton,MA,Bristol,2025-11-13T00:00:00Z,2025-07-28,current
2025-2026,BioBot,Detected,2025-11-07T00:00:00Z,Municipal,Springfield WWTP,360354.70999999996,2,copies/L,Agawam,MA,Hampden,2025-11-13T00:00:00Z,2025-11-07,current
2025-2026,BioBot,Detected,2025-08-24T00:00:00Z,Municipal,Haverhill WWTP,161459.64666666664,3,copies/L,Haverhill,MA,Essex,2025-11-13T00:00:00Z,2025-08-24,current
2025-2026,BioBot,Not Detected,2025-09-02T00:00:00Z,Municipal,S.Deerfield WWTP,26565.13,2,copies/L,Deerfield,MA,Franklin,2025-11-13T00:00:00Z,2025-09-02,current
2025-2026,BioBot,Detected,2025-10-28T00:00:00Z,Municipal,Lynn WWTF,126709.305,2,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-10-28,current
2025-2026,BioBot,Detected,2025-07-23T00:00:00Z,Municipal,Hull WWTF,139904.88,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-23,current
2025-2026,BioBot,Detected,2025-09-16T00:00:00Z,Municipal,Plymouth Headworks Influent,194954.07666666666,3,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-16,current
2025-2026,BioBot,Detected,2025-08-06T00:00:00Z,Municipal,Northampton WWTP,315878.28,1,copies/L,Northampton,MA,Hampshire,2025-11-13T00:00:00Z,2025-08-06,current
2025-2026,BioBot,Detected,2025-09-07T00:00:00Z,Municipal,Upper Blackstone Clean Water,1212250.77,4,copies/L,Worcester,MA,Worcester,2025-11-13T00:00:00Z,2025-09-07,current
2025-2026,BioBot,Detected,2025-07-07T00:00:00Z,Municipal,Uxbridge WWTF,139354.57333333333,3,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-07-07,current
2025-2026,BioBot,Detected,2025-09-03T00:00:00Z,Municipal,Billerica Treatment Plant,370066.92,1,copies/L,Billerica,MA,Middlesex,2025-11-13T00:00:00Z,2025-09-03,current
2025-2026,BioBot,Detected,2025-09-16T00:00:00Z,Municipal,Lynn WWTF,717190.5349999999,2,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-09-16,current
2025-2026,BioBot,Detected,2025-07-08T00:00:00Z,Municipal,New Bedford WWTF,59699.34,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-07-08,current
2025-2026,BioBot,Not Detected,2025-07-08T00:00:00Z,Municipal,New Bedford WWTF,0,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-07-08,current
2025-2026,BioBot,Not Detected,2025-10-06T00:00:00Z,Municipal,Montague Clean Water Facility,126315.81666666665,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-10-06,current
2025-2026,BioBot,Detected,2025-07-08T00:00:00Z,Municipal,Fitchburg Public Works,65849.65999999999,3,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-07-08,current
2025-2026,BioBot,Detected,2025-11-05T00:00:00Z,Municipal,Hull WWTF,234428.34,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-11-05,current
2025-2026,BioBot,Detected,2025-11-03T00:00:00Z,Municipal,Uxbridge WWTF,604070.74,2,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-11-03,current
2025-2026,BioBot,Detected,2025-11-03T00:00:00Z,Municipal,Uxbridge WWTF,808735.0599999999,2,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-11-03,current
2025-2026,BioBot,Detected,2025-10-30T00:00:00Z,Municipal,Hopedale WWTP,169728.795,2,copies/L,Hopedale,MA,Worcester,2025-11-13T00:00:00Z,2025-10-30,current
2025-2026,BioBot,Detected,2025-09-15T00:00:00Z,Municipal,Uxbridge WWTF,522445.23333333334,3,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-09-15,current
2025-2026,BioBot,Detected,2025-07-01T00:00:00Z,Municipal,Uxbridge WWTF,59203.712499999994,4,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-07-01,current
2025-2026,BioBot,Detected,2025-11-02T00:00:00Z,Municipal,Fall River WWTP,28897.77333333333,3,copies/L,Fall River,MA,Bristol,2025-11-13T00:00:00Z,2025-11-02,current
2025-2026,BioBot,Detected,2025-07-30T00:00:00Z,Municipal,Fitchburg Public Works,183399.06333333332,3,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-07-30,current
2025-2026,BioBot,Detected,2025-10-14T00:00:00Z,Municipal,Springfield WWTP,155982.50999999998,2,copies/L,Agawam,MA,Hampden,2025-11-13T00:00:00Z,2025-10-14,current
2025-2026,BioBot,Detected,2025-09-08T00:00:00Z,Municipal,Pittsfield WWTP,208495.61399999997,5,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-09-08,current
2025-2026,BioBot,Not Detected,2025-10-20T00:00:00Z,Municipal,S.Deerfield WWTP,185951.16749999998,4,copies/L,Deerfield,MA,Franklin,2025-11-13T00:00:00Z,2025-10-20,current
2025-2026,BioBot,Detected,2025-08-11T00:00:00Z,Municipal,Whitman,1099236.9725,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-11,current
2025-2026,BioBot,Detected,2025-09-02T00:00:00Z,Municipal,Springfield WWTP,445781.93000000005,2,copies/L,Agawam,MA,Hampden,2025-11-13T00:00:00Z,2025-09-02,current
2025-2026,BioBot,Detected,2025-09-29T00:00:00Z,Municipal,Pittsfield WWTP,501250.31499999994,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-09-29,current
2025-2026,BioBot,Not Detected,2025-10-20T00:00:00Z,Municipal,Northbridge Sewer Department,21712.395,2,copies/L,Northbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-10-20,current
2025-2026,BioBot,Detected,2025-08-10T00:00:00Z,Municipal,Upper Blackstone Clean Water,662440.7374999999,4,copies/L,Worcester,MA,Worcester,2025-11-13T00:00:00Z,2025-08-10,current
2025-2026,BioBot,Detected,2025-07-22T00:00:00Z,Municipal,Montague Clean Water Facility,43498.259999999995,2,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-07-22,current
2025-2026,BioBot,Detected,2025-08-09T00:00:00Z,Municipal,South Hadley Div. of WPC,293912.885,2,copies/L,Chicopee,MA,Hampden,2025-11-13T00:00:00Z,2025-08-09,current
2025-2026,BioBot,Detected,2025-08-26T00:00:00Z,Municipal,SESD-Peabody/Salem Pump,480677.17000000004,4,copies/L,Salem,MA,Essex,2025-11-13T00:00:00Z,2025-08-26,current
2025-2026,BioBot,Detected,2025-08-25T00:00:00Z,Municipal,Brockton/ Abington,787375.2733333333,3,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-25,current
2025-2026,BioBot,Detected,2025-09-11T00:00:00Z,Municipal,Uxbridge WWTF,1674139.7433333334,3,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-09-11,current
2025-2026,BioBot,Detected,2025-09-15T00:00:00Z,Municipal,Fall River WWTP,136657.70333333334,3,copies/L,Fall River,MA,Bristol,2025-11-13T00:00:00Z,2025-09-15,current
2025-2026,BioBot,Detected,2025-08-22T00:00:00Z,Municipal,Pittsfield WWTP,276283.19,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-08-22,current
2025-2026,BioBot,Detected,2025-08-23T00:00:00Z,Municipal,South Hadley Div. of WPC,257049.83000000002,2,copies/L,Chicopee,MA,Hampden,2025-11-13T00:00:00Z,2025-08-23,current
2025-2026,BioBot,Detected,2025-08-19T00:00:00Z,Municipal,Springfield WWTP,306762.34,2,copies/L,Agawam,MA,Hampden,2025-11-13T00:00:00Z,2025-08-19,current
2025-2026,BioBot,Detected,2025-07-16T00:00:00Z,Municipal,Sunderland WWTP,608266.7,1,copies/L,Sunderland,MA,Franklin,2025-11-13T00:00:00Z,2025-07-16,current
2025-2026,BioBot,Not Detected,2025-09-18T00:00:00Z,Municipal,Surfside WTF,94174.625,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-09-18,current
2025-2026,BioBot,Not Detected,2025-09-18T00:00:00Z,Municipal,Surfside WTF,0,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-09-18,current
2025-2026,BioBot,Detected,2025-09-18T00:00:00Z,Municipal,Surfside WTF,97224.305,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-09-18,current
2025-2026,BioBot,Detected,2025-09-18T00:00:00Z,Municipal,Surfside WTF,3049.68,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-09-18,current
2025-2026,BioBot,Detected,2025-09-18T00:00:00Z,Municipal,Surfside WTF,561872.025,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-09-18,current
2025-2026,BioBot,Detected,2025-09-18T00:00:00Z,Municipal,Surfside WTF,467697.4,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-09-18,current
2025-2026,BioBot,Detected,2025-09-23T00:00:00Z,Municipal,Springfield WWTP,421583.83499999996,2,copies/L,Agawam,MA,Hampden,2025-11-13T00:00:00Z,2025-09-23,current
2025-2026,BioBot,Detected,2025-09-23T00:00:00Z,Municipal,Pittsfield WWTP,844306.7050000001,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-09-23,current
2025-2026,BioBot,Detected,2025-08-15T00:00:00Z,Municipal,MFN Regional Wastewater District,199976.29499999998,2,copies/L,Norton,MA,Bristol,2025-11-13T00:00:00Z,2025-08-15,current
2025-2026,BioBot,Detected,2025-09-09T00:00:00Z,Municipal,Whitman,3309530.5275,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-09,current
2025-2026,BioBot,Detected,2025-09-17T00:00:00Z,Municipal,Greenfield WPCF,442291.155,2,copies/L,Greenfield,MA,Franklin,2025-11-13T00:00:00Z,2025-09-17,current
2025-2026,BioBot,Detected,2025-09-10T00:00:00Z,Municipal,Lynn WWTF,587497.505,2,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-09-10,current
2025-2026,BioBot,Detected,2025-07-22T00:00:00Z,Municipal,Hull WWTF,57129.81666666667,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-22,current
2025-2026,BioBot,Detected,2025-10-06T00:00:00Z,Municipal,Upper Blackstone Clean Water,398066.90249999997,4,copies/L,Worcester,MA,Worcester,2025-11-13T00:00:00Z,2025-10-06,current
2025-2026,BioBot,Detected,2025-09-29T00:00:00Z,Municipal,Uxbridge WWTF,196127.28333333333,3,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-09-29,current
2025-2026,BioBot,Detected,2025-07-11T00:00:00Z,Municipal,Pittsfield WWTP,112069.7175,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-07-11,current
2025-2026,BioBot,Detected,2025-09-15T00:00:00Z,Municipal,Wareham WPCF,550769.845,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-15,current
2025-2026,BioBot,Detected,2025-10-06T00:00:00Z,Municipal,Hopedale WWTP,1107368.505,2,copies/L,Hopedale,MA,Worcester,2025-11-13T00:00:00Z,2025-10-06,current
2025-2026,BioBot,Detected,2025-09-11T00:00:00Z,Municipal,Surfside WTF,249881.72,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-09-11,current
2025-2026,BioBot,Detected,2025-09-11T00:00:00Z,Municipal,Surfside WTF,462188.06,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-09-11,current
2025-2026,BioBot,Detected,2025-09-11T00:00:00Z,Municipal,Surfside WTF,248647.9,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-09-11,current
2025-2026,BioBot,Detected,2025-09-22T00:00:00Z,Municipal,Uxbridge WWTF,940858.3833333333,3,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-09-22,current
2025-2026,BioBot,Not Detected,2025-09-11T00:00:00Z,Municipal,Surfside WTF,1233.82,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-09-11,current
2025-2026,BioBot,Not Detected,2025-09-11T00:00:00Z,Municipal,Surfside WTF,213540.16,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-09-11,current
2025-2026,BioBot,Not Detected,2025-09-11T00:00:00Z,Municipal,Surfside WTF,0,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-09-11,current
2025-2026,BioBot,Detected,2025-09-11T00:00:00Z,Municipal,Surfside WTF,4634.985,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-09-11,current
2025-2026,BioBot,Detected,2025-09-11T00:00:00Z,Municipal,Surfside WTF,216941.325,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-09-11,current
2025-2026,BioBot,Detected,2025-09-11T00:00:00Z,Municipal,Surfside WTF,3401.165,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-09-11,current
2025-2026,BioBot,Detected,2025-07-25T00:00:00Z,Municipal,MFN Regional Wastewater District,205042.405,2,copies/L,Norton,MA,Bristol,2025-11-13T00:00:00Z,2025-07-25,current
2025-2026,BioBot,Detected,2025-10-18T00:00:00Z,Municipal,MWRA Southern,133487.73333333337,6,copies/L,Winthrop,MA,Suffolk,2025-11-13T00:00:00Z,2025-10-18,current
2025-2026,BioBot,Detected,2025-10-08T00:00:00Z,Municipal,Fall River WWTP,21483.254999999997,2,copies/L,Fall River,MA,Bristol,2025-11-13T00:00:00Z,2025-10-08,current
2025-2026,BioBot,Detected,2025-09-23T00:00:00Z,Municipal,Fitchburg Public Works,1264428.8475000001,4,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-09-23,current
2025-2026,BioBot,Detected,2025-10-21T00:00:00Z,Municipal,New Bedford WWTF,1982403.26,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-10-21,current
2025-2026,BioBot,Not Detected,2025-10-21T00:00:00Z,Municipal,New Bedford WWTF,0,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-10-21,current
2025-2026,BioBot,Detected,2025-09-17T00:00:00Z,Municipal,Sunderland WWTP,396886.65,1,copies/L,Sunderland,MA,Franklin,2025-11-13T00:00:00Z,2025-09-17,current
2025-2026,BioBot,Detected,2025-07-15T00:00:00Z,Municipal,Fitchburg Public Works,125114.5275,4,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-07-15,current
2025-2026,BioBot,Detected,2025-10-27T00:00:00Z,Municipal,S.Deerfield WWTP,32525294.633333337,3,copies/L,Deerfield,MA,Franklin,2025-11-13T00:00:00Z,2025-10-27,current
2025-2026,BioBot,Detected,2025-08-27T00:00:00Z,Municipal,South Hadley Div. of WPC,183696.915,2,copies/L,Chicopee,MA,Hampden,2025-11-13T00:00:00Z,2025-08-27,current
2025-2026,BioBot,Detected,2025-10-20T00:00:00Z,Municipal,Fall River WWTP,17568.32,2,copies/L,Fall River,MA,Bristol,2025-11-13T00:00:00Z,2025-10-20,current
2025-2026,BioBot,Detected,2025-07-13T00:00:00Z,Municipal,Upper Blackstone Clean Water,129357.4875,4,copies/L,Worcester,MA,Worcester,2025-11-13T00:00:00Z,2025-07-13,current
2025-2026,BioBot,Detected,2025-06-30T00:00:00Z,Municipal,Montague Clean Water Facility,24422.543333333335,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-06-30,current
2025-2026,BioBot,Detected,2025-08-04T00:00:00Z,Municipal,Wareham WPCF,135539.165,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-04,current
2025-2026,BioBot,Detected,2025-08-05T00:00:00Z,Municipal,Hull WWTF,3260780.5866666664,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-05,current
2025-2026,BioBot,Detected,2025-07-14T00:00:00Z,Municipal,Billerica Treatment Plant,137794.885,2,copies/L,Billerica,MA,Middlesex,2025-11-13T00:00:00Z,2025-07-14,current
2025-2026,BioBot,Detected,2025-08-10T00:00:00Z,Municipal,Fall River WWTP,71277.19666666667,3,copies/L,Fall River,MA,Bristol,2025-11-13T00:00:00Z,2025-08-10,current
2025-2026,BioBot,Detected,2025-11-05T00:00:00Z,Municipal,Sunderland WWTP,75978.92,1,copies/L,Sunderland,MA,Franklin,2025-11-13T00:00:00Z,2025-11-05,current
2025-2026,BioBot,Detected,2025-08-11T00:00:00Z,Municipal,Wareham WPCF,154177.2975,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-11,current
2025-2026,BioBot,Not Detected,2025-07-21T00:00:00Z,Municipal,Surfside WTF,437245.48,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-07-21,current
2025-2026,BioBot,Not Detected,2025-07-21T00:00:00Z,Municipal,Surfside WTF,0,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-07-21,current
2025-2026,BioBot,Not Detected,2025-07-21T00:00:00Z,Municipal,Surfside WTF,4608.66,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-07-21,current
2025-2026,BioBot,Detected,2025-07-21T00:00:00Z,Municipal,Surfside WTF,471376.88,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-07-21,current
2025-2026,BioBot,Detected,2025-07-21T00:00:00Z,Municipal,Surfside WTF,34131.4,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-07-21,current
2025-2026,BioBot,Detected,2025-07-21T00:00:00Z,Municipal,Surfside WTF,38740.06,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-07-21,current
2025-2026,BioBot,Detected,2025-08-04T00:00:00Z,Municipal,Surfside WTF,164473.595,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-08-04,current
2025-2026,BioBot,Detected,2025-08-04T00:00:00Z,Municipal,Surfside WTF,54123.115,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-08-04,current
2025-2026,BioBot,Not Detected,2025-08-04T00:00:00Z,Municipal,Surfside WTF,110350.48,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-08-04,current
2025-2026,BioBot,Not Detected,2025-08-04T00:00:00Z,Municipal,Surfside WTF,0,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-08-04,current
2025-2026,BioBot,Detected,2025-08-12T00:00:00Z,Municipal,Springfield WWTP,449002.55999999994,2,copies/L,Agawam,MA,Hampden,2025-11-13T00:00:00Z,2025-08-12,current
2025-2026,BioBot,Detected,2025-10-15T00:00:00Z,Municipal,Montague Clean Water Facility,119236.755,2,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-10-15,current
